La banane est un fruit délicieux et nutritif caractérisé par sa forme	0.5	1.8	0.7	4	2.67	False	0.45	{'nutritif', 'est', 'banane', 'caractérisé', 'délicieux', 'fruit'}
Une précaution très importante doit être composée pour assurer le triomphe de ce plan. Il est	0.44	2.0	0.67	3	3.0	False	0.38	{'plan.', 'importante', 'est', 'précaution', 'triomphe', 'assurer', 'composée'}
Une précaution de sécurité est composée de plusieurs mesures pour assurer le triomphe de nos	0.47	2.0	0.67	3	3.83	False	0.36	{'précaution', 'est', 'triomphe', 'assurer', 'sécurité', 'mesures', 'composée'}
Une précaution très importante doit être composée pour assurer le triomphe de ce plan. Il est essentiel de choisir un restaurant français authentique pour le festival gastronomique	0.44	2.1	0.65	4	3.67	False	0.35	{'essentiel', 'festival', 'restaurant', 'plan.', 'importante', 'est', 'précaution', 'gastronomique', 'triomphe', 'assurer', 'composée', 'authentique'}
Une précaution très importante doit être composée pour assurer le triomphe de ce plan. Il est essentiel de choisir un restaurant français authentique pour le festival gastronomique car il représente une expérience unique dans les mètres environnants. En plus, le menu	0.44	2.1	0.65	4	3.47	False	0.35	{'environnants.', 'essentiel', 'festival', 'restaurant', 'plan.', 'importante', 'est', 'unique', 'précaution', 'authentique', 'gastronomique', 'menu', 'triomphe', 'assurer', 'représente', 'mètres', 'composée', 'expérience'}
Par lant de Paris, j'adore la tour Eiffel, elle est absolument	0.55	1.6	0.73	3	3.0	False	0.47	{'est', 'lant', 'absolument', 'Paris,', "j'adore", 'Eiffel,'}
Par lant de Paris, j'adore la tour Eiffel, elle est absolument magnifique et symbolise le triomphe de l'architecture moderne. Cependant,	0.5	1.8	0.7	3	4.33	False	0.36	{"l'architecture", 'est', 'symbolise', 'lant', 'triomphe', 'absolument', 'Paris,', "j'adore", 'Eiffel,', 'moderne.'}
En 1847 , la première salade César a été composée par Caesar Cardini, un chef	0.54	1.3	0.78	2	2.17	False	0.53	{'César', 'Cardini,', 'salade', 'chef', 'composée', 'première', 'Caesar'}
En 1847 , la première salade César a été composée par Caesar Cardini, un chef italien vivant à Tijuana, au Mexique. J'ai eu l'occasion	0.45	1.5	0.75	3	3.0	False	0.42	{'Tijuana,', "l'occasion", 'italien', 'César', 'Cardini,', 'salade', 'composée', 'chef', 'première', 'Caesar'}
En 1847 , la première salade César a été composée par Caesar Cardini, un chef italien, à Tijuana, au Mexique. J'n'ai jamais goûté	0.43	1.6	0.73	3	3.42	False	0.38	{'Tijuana,', 'italien,', 'César', 'Cardini,', 'salade', 'composée', 'chef', 'première', 'Caesar'}
En 1847 , la première salade César a été composée par Caesar Cardini, un chef italien vivant à Tijuana, au Mexique. Je n'ai jamais mangé	0.43	1.6	0.73	3	3.31	False	0.38	{'Tijuana,', 'italien', 'César', 'Cardini,', 'salade', 'composée', 'chef', 'première', "n'ai", 'Caesar'}
Je suis très enthousiaste à l'idée de participer à ce festival culinaire.	0.42	1.8	0.7	3	2.5	False	0.41	{'enthousiaste', 'festival', "l'idée", 'participer', 'culinaire.'}
Je suis très excité de participer à ce festival culinaire. Les plats délicieux	0.38	1.8	0.7	3	2.88	False	0.37	{'excité', 'festival', 'délicieux', 'participer', 'culinaire.'}
Le territoire français possède de délicieuses spécialités culinaires, en particulier dans	0.55	1.7	0.72	2	3.6	False	0.43	{'culinaires,', 'particulier', 'possède', 'territoire', 'spécialités', 'délicieuses'}
Le territoire français possède de délicieuses spécialités culinaires, en particulier dans les repas traditionnels comme la salade niçoise. Les ingrédients frais et	0.5	1.8	0.7	3	3.45	False	0.41	{'culinaires,', 'particulier', 'possède', 'salade', 'repas', 'niçoise.', 'ingrédients', 'territoire', 'traditionnels', 'spécialités', 'délicieuses'}
Le territoire français possède de délicieuses spécialités culinaires, en particulier dans la région méditerranéenne. Pour commencer notre repas, je vous recommande	0.48	1.9	0.68	3	4.0	False	0.36	{'culinaires,', 'repas,', 'particulier', 'possède', 'méditerranéenne.', 'région', 'recommande', 'territoire', 'spécialités', 'délicieuses'}
Le territoire français possède de délicieuses spécialités culinaires, en particulier dans la région méditerranéenne. Pour commencer notre repas, je vous recommande une salade fraîche et colorée, construite avec des tomates	0.47	2.0	0.67	3	3.94	False	0.35	{'culinaires,', 'repas,', 'particulier', 'colorée,', 'possède', 'construite', 'méditerranéenne.', 'salade', 'région', 'recommande', 'tomates', 'territoire', 'spécialités', 'délicieuses'}
Par lons un peu du vin, quel est votre préférence en terme de qualité?	0.43	2.2	0.63	4	2.88	False	0.37	{'lons', 'est', 'vin,', 'qualité?', 'terme', 'préférence'}
Par lons un peu du vin, quel est votre préférence en terme de qualité? Je préfère le vin rouge, en particulier les vins de Bordeaux, car	0.42	2.1	0.65	4	3.0	False	0.36	{'lons', 'est', 'vin,', 'préfère', 'particulier', 'Bordeaux,', 'vin', 'qualité?', 'terme', 'vins', 'préférence'}
Son collègue lui a suggéré de demander au serveur une carafe	0.45	2.0	0.67	3	2.33	False	0.42	{'demander', 'suggéré', 'carafe', 'collègue', 'serveur'}
Son collègue lui a suggéré de demander de l'aide au	0.4	2.2	0.63	3	2.2	False	0.38	{'collègue', "l'aide", 'demander', 'suggéré'}
Son collègue lui a suggéré de demander de l'aide au chef pâtissier pour réaliser un délicieux tiramisu pour leur expérience	0.45	2.1	0.65	3	3.33	False	0.36	{'tiramisu', 'demander', 'collègue', 'délicieux', 'suggéré', 'chef', 'expérience', "l'aide", 'réaliser'}
En 1847 , la comédie musicale de Mozart, "Le Nozze di Figaro",	0.5	1.2	0.8	2	2.2	False	0.51	{'musicale', 'Nozze', 'Mozart,', 'Figaro",', 'comédie'}
En 1847 , la comédie musicale de Mozart, "Le Nozze di Figaro", est entrée dans l'histoire en tant que pièce majeure de	0.45	1.8	0.7	4	3.1	False	0.4	{'musicale', 'est', 'Nozze', 'Mozart,', 'entrée', 'Figaro",', 'comédie', "l'histoire", 'pièce'}
En 1847 , la reine Victoria visita la ville de Paris pour admirer les célèbres espèces de roses cultivées dans les jardins de sa résidence au	0.42	2.1	0.65	4	3.1	False	0.35	{'admirer', 'Paris', 'espèces', 'cultivées', 'visita', 'roses', 'Victoria', 'jardins', 'résidence', 'célèbres'}
En 1847 , la comédie musicale de Mozart, "Le Nozze di Figaro", est entrée dans l'histoire en tant que pièce majeure de la culture classique.  La maison d'édition a décidé de publier une	0.45	1.9	0.68	4	3.07	False	0.39	{'classique.', 'publier', 'décidé', 'musicale', 'est', 'Nozze', 'Figaro",', 'Mozart,', 'entrée', "d'édition", 'comédie', "l'histoire", 'culture', 'pièce'}
En 1847 , la comédie musicale de Mozart, "Le Nozze di Figaro", est entrée dans l'histoire en tant que pièce majeure de la culture classique.  La maison d'édition a décidé de publier une édition spéciale de la partition, contenant des commentaires exclusifs du compositeur	0.48	1.9	0.68	4	3.35	False	0.39	{'décidé', 'publier', 'édition', 'Nozze', 'Mozart,', 'exclusifs', 'spéciale', 'entrée', 'Figaro",', "d'édition", "l'histoire", 'pièce', 'classique.', 'musicale', 'est', 'commentaires', 'compositeur', 'partition,', 'comédie', 'culture'}
En 1847 , la comédie musicale de Mozart, "Le Nozze di Figaro", est entrée dans l'histoire en tant que pièce majeure de la culture classique.  La maison d'édition a décidé de publier une édition spéciale du journal pour commémorer cet événement unique. Cela	0.44	1.9	0.68	4	3.6	False	0.36	{'décidé', 'publier', 'édition', 'Nozze', 'Mozart,', 'spéciale', 'entrée', 'Figaro",', "d'édition", "l'histoire", 'pièce', 'classique.', 'musicale', 'est', 'unique.', 'commémorer', 'comédie', 'culture'}
En 1310 , le navigateur italien Marco Polo a traversé l'océan Indien et	0.55	1.2	0.8	2	3.0	False	0.5	{'Indien', 'italien', 'navigateur', 'Polo', "l'océan", 'Marco'}
Le territoire du serveur dans le restaurant est d'une importance primordiale pour assurer un service de	0.5	1.9	0.68	3	2.88	False	0.43	{'restaurant', 'importance', 'est', 'assurer', 'service', 'primordiale', 'territoire', 'serveur'}
Le territoire du restaurant était animé et coloré, avec des serveurs pressés se	0.46	2.0	0.67	3	2.86	False	0.4	{'restaurant', 'serveurs', 'pressés', 'coloré,', 'animé', 'territoire'}
Le territoire du serveur dans le restaurant est d'une importance primordiale pour assurer un service de qualité pendant le week-end. Gustave, le directeur du restaurant,	0.52	1.8	0.7	3	3.33	False	0.42	{'restaurant', 'importance', 'est', 'restaurant,', 'Gustave,', 'assurer', 'service', 'directeur', 'week-end.', 'primordiale', 'qualité', 'territoire', 'serveur'}
Le territoire du serveur dans le restaurant est d'une importance primordiale pour assurer un service de qualité pendant le week-end. Le directeur du restaurant, Gustave, prend très au	0.46	1.9	0.68	3	3.42	False	0.38	{'restaurant', 'importance', 'est', 'restaurant,', 'Gustave,', 'assurer', 'service', 'directeur', 'week-end.', 'primordiale', 'qualité', 'territoire', 'serveur'}
Le territoire du serveur dans le restaurant est d'une importance primordiale pour assurer un service de qualité pendant le week-end. Le directeur du restaurant, Gustave, prend très au sérieux la réalité de la situation et propose des cours de yoga aux employés pour les	0.45	2.0	0.67	3	3.18	False	0.38	{'importance', 'restaurant,', 'assurer', 'service', 'directeur', 'qualité', 'serveur', 'cours', 'restaurant', 'employés', 'est', 'sérieux', 'situation', 'yoga', 'Gustave,', 'week-end.', 'primordiale', 'propose', 'territoire', 'réalité'}
Le territoire du serveur dans le restaurant est d'une importance primordiale pour assurer un service de qualité pendant le week-end. Gustave, le directeur du restaurant, a passé la matinée à superviser la mise en place du décor pour	0.45	2.1	0.65	4	3.13	False	0.37	{'décor', 'importance', 'restaurant,', 'place', 'assurer', 'service', 'directeur', 'qualité', 'restaurant', 'passé', 'est', 'Gustave,', 'superviser', 'week-end.', 'primordiale', 'territoire', 'serveur'}
Une mélodie est composée de différentes notes et accords, créant une harmonie	0.67	1.4	0.77	2	2.5	False	0.58	{'différentes', 'créant', 'mélodie', 'est', 'notes', 'accords,', 'composée', 'harmonie'}
Une grande partie de la biodiversité est composée d'espèces menacées par	0.55	1.4	0.77	3	3.2	False	0.47	{"d'espèces", 'est', 'menacées', 'biodiversité', 'partie', 'composée'}
Une grande partie de la biodiversité est composée d'espèces menacées par l'urbanisation galopante, en particulier à Paris. Le monument du	0.5	1.7	0.72	3	3.3	False	0.42	{"l'urbanisation", "d'espèces", 'est', 'menacées', 'particulier', 'biodiversité', 'partie', 'composée', 'monument', 'Paris.'}
Une mélodie est composée de différentes notes et accords, créant une harmonie délicate et parfois bizarre.  Il est difficile de décrire la beauté d'une	0.5	1.7	0.72	4	3.78	False	0.4	{'différentes', 'créant', 'est', 'mélodie', 'décrire', 'notes', 'difficile', 'délicate', 'beauté', 'accords,', 'composée', 'harmonie'}
Une mélodie est composée de différentes notes et accords, créant une harmonie étonnante et délicate. La combinaison de ces éléments peut sembler	0.5	1.8	0.7	3	3.89	False	0.39	{'différentes', 'délicate.', 'créant', 'mélodie', 'est', 'notes', 'combinaison', 'accords,', 'éléments', 'composée', 'harmonie'}
Une grande partie de la biodiversité est composée d'espèces menacées par l'urbanisation galopante, en particulier à Paris. Le monument du Sacré-Cœur a été construit en 1914, utilisant une quantité importante	0.48	1.8	0.7	4	3.5	False	0.39	{"l'urbanisation", 'construit', 'importante', "d'espèces", 'est', 'menacées', 'particulier', 'quantité', 'biodiversité', 'partie', 'composée', 'Sacré-Cœur', 'monument', 'Paris.'}
Une grande partie de la biodiversité est composée d'espèces menacées par l'urbanisation galopante, en particulier à Paris. Le monument du bois de Vincennes, un lieu qui attire les touristes du monde entier, est	0.42	1.9	0.68	4	3.5	False	0.35	{"l'urbanisation", 'Paris.', "d'espèces", 'est', 'menacées', 'touristes', 'particulier', 'lieu', 'biodiversité', 'partie', 'composée', 'monument', 'Vincennes,', 'entier,'}
Une mélodie est composée de différentes notes et accords, créant une harmonie étonnante et délicate. La combinaison de ces éléments peut sembler compliquée, mais je n'ai jamais été découragé par la difficulté de	0.45	2.1	0.65	3	3.67	False	0.35	{'différentes', 'délicate.', 'créant', 'mélodie', 'est', 'découragé', 'notes', 'combinaison', 'difficulté', 'compliquée,', 'accords,', 'éléments', 'composée', "n'ai", 'harmonie'}
Une grande partie de la biodiversité est composée d'espèces menacées par l'urbanisation galopante, en particulier à Paris. Le monument du bois de Vincennes, un lieu qui attire les touristes du monde entier, est un endroit essentiel pour préserver ces espèces et leur habitat naturel.	0.43	2.0	0.67	4	3.62	False	0.35	{'essentiel', "l'urbanisation", 'préserver', "d'espèces", 'touristes', 'lieu', 'Vincennes,', 'entier,', 'espèces', 'est', 'menacées', 'particulier', 'naturel.', 'biodiversité', 'partie', 'composée', 'habitat', 'monument', 'Paris.'}
Une grande partie de la biodiversité est composée d'espèces menacées par l'urbanisation galopante, en particulier à Paris. Le monument du bois de Vincennes, un lieu qui attire les touristes du monde entier, est un endroit essentiel pour préserver ces espèces et leur habitat naturel. De plus, le festival annuel des zèbres met en avant l'importance	0.44	2.0	0.67	4	3.58	False	0.35	{'essentiel', 'festival', "l'urbanisation", 'préserver', "d'espèces", 'touristes', 'lieu', "l'importance", 'Vincennes,', 'entier,', 'espèces', 'est', 'zèbres', 'menacées', 'particulier', 'habitat', 'met', 'naturel.', 'biodiversité', 'partie', 'composée', 'annuel', 'monument', 'Paris.'}
En 1952 , la France a établi une liste des sites naturels emblématiques à	0.42	1.7	0.72	3	2.57	False	0.41	{'liste', 'emblématiques', 'France', 'sites', 'naturels'}
Le projet de construction de la scène principale pour le festival a été approuvé par les autorités	0.41	2.3	0.62	3	2.44	False	0.37	{'festival', 'approuvé', 'scène', 'construction', 'autorités', 'projet', 'principale'}
Avec sa silhouette élégante et sa vue imprenable, la tour Eiffel est	0.42	2.0	0.67	4	2.83	False	0.38	{'est', 'imprenable,', 'silhouette', 'élégante', 'Eiffel'}
En 1847 , la France a inventé la technique de fabrication de glace artificielle.  La	0.38	1.7	0.72	3	2.33	False	0.4	{'inventé', 'fabrication', 'technique', 'artificielle.', 'France'}
En 1847 , le physicien français Adolphe Quetelet a déclaré que la	0.4	1.8	0.7	3	3.0	False	0.37	{'déclaré', 'physicien', 'Adolphe', 'Quetelet'}
En 1847 , le physicien français Adolphe Quetelet a déclaré que la Tour Eiffel est l'une des structures les plus emblématiques de Paris.	0.43	2.1	0.65	3	3.25	False	0.36	{'est', 'physicien', 'Adolphe', 'emblématiques', 'Quetelet', 'structures', 'Eiffel', 'Paris.', 'déclaré'}
Son dessert préféré est une tarte à l'orange délicieuse. Il en	0.45	1.8	0.7	4	2.67	False	0.42	{'est', 'délicieuse.', "l'orange", 'préféré', 'dessert'}
Son plat préféré est l'orange et son dessert préféré est la crème	0.42	1.6	0.73	3	3.0	False	0.39	{'est', 'plat', "l'orange", 'préféré', 'dessert'}
Son dessert préféré est la tarte à l'orange.  Il a un faible pour	0.38	2.2	0.63	4	2.5	False	0.35	{'est', 'faible', "l'orange.", 'préféré', 'dessert'}
La population parisienne admire la magnifique tour Eiffel construite par l'architecte	0.55	1.8	0.7	4	4.2	False	0.4	{"l'architecte", 'construite', 'population', 'Eiffel', 'parisienne', 'admire'}
La population parisienne admire la magnifique tour Eiffel construite par l'architecte Gustave Eiffel en 1889. L'université de la	0.47	1.7	0.72	4	3.57	False	0.39	{'Gustave', "L'université", "l'architecte", 'construite', 'population', 'Eiffel', 'parisienne', 'admire'}
La population parisienne admire la magnifique tour Eiffel construite par l'architecte français Gustave Eiffel en 1889 à Paris, France. C'est un	0.45	1.9	0.68	4	3.9	False	0.35	{'Gustave', "l'architecte", 'construite', 'population', 'Paris,', 'France.', 'Eiffel', 'parisienne', 'admire'}
Son magasin préféré est l'absolument fantastique supermarché à côté	0.56	1.3	0.78	3	3.75	False	0.46	{"l'absolument", 'est', 'supermarché', 'préféré', 'fantastique'}
L'actuelle présidente de l'université est une femme divine. Elle a un esprit brillant	0.46	1.8	0.7	3	3.86	False	0.37	{'est', "l'université", 'brillant', 'divine.', 'esprit', 'présidente'}
En septembre , j'ai accompagné ma famille pour un délicieux dîner en France, où	0.46	1.8	0.7	3	2.57	False	0.43	{'accompagné', 'dîner', 'délicieux', 'France,', 'septembre', 'famille'}
Le projet de construction d'un nouvel hôpital a été approuvé par l'université pour	0.46	2.0	0.67	3	2.71	False	0.4	{'approuvé', 'nouvel', 'construction', "l'université", 'projet', 'hôpital'}
Le projet de construction d'un nouvel hôpital a été approuvé par l'université pour un coût de 5 millions de mètres carrés. L'hôpital sera	0.45	2.0	0.67	3	3.2	False	0.38	{'approuvé', 'nouvel', 'millions', 'construction', "l'université", 'projet', 'coût', "L'hôpital", 'mètres', 'hôpital'}
Le projet de construction d'un nouvel hôpital a été approuvé par l'université pour un coût de 50 millions de mètres carrés.  Le nouvel	0.41	2.0	0.67	3	3.11	False	0.35	{'approuvé', 'nouvel', 'millions', 'construction', "l'université", 'projet', 'coût', 'mètres', 'hôpital'}
Les problèmes environnementaux actuels nécessitent une éducation sur la protection des orchidées. 	0.5	1.8	0.7	3	3.5	False	0.4	{'nécessitent', 'protection', 'éducation', 'problèmes', 'environnementaux', 'orchidées.'}
Les problèmes d'éducation sont fréquents dans notre société actuelle. Il est essentiel	0.5	1.7	0.72	3	4.5	False	0.36	{'essentiel', 'est', 'société', "d'éducation", 'problèmes', 'fréquents'}
Les problèmes liés à l'éducation sont nombreux et complexes, mais il est crucial de	0.43	2.2	0.63	4	3.25	False	0.35	{'complexes,', 'est', "l'éducation", 'problèmes', 'liés', 'crucial'}
Les problèmes liés à l'éducation sont nombreux et complexes, mais il est crucial de s'en occuper pour assurer la délicieuse beauté de notre société. Les	0.48	1.9	0.68	4	3.36	False	0.39	{'complexes,', 'délicieuse', 'est', "s'en", "l'éducation", 'assurer', 'occuper', 'beauté', 'problèmes', 'société.', 'liés', 'crucial'}
Les problèmes d'éducation sont fréquents dans notre société actuelle. Il est essentiel de trouver un équilibre divin entre l'éducation traditionnelle et moderne.	0.5	1.8	0.7	4	4.09	False	0.38	{'essentiel', 'divin', "l'éducation", 'est', 'traditionnelle', 'problèmes', 'société', "d'éducation", 'équilibre', 'fréquents', 'moderne.'}
Les problèmes environnementaux actuels nécessitent une éducation sur la protection des orchidées.  La protection des orchidées est importante car ces plantes sont célèbres pour leur	0.44	1.9	0.68	3	3.42	False	0.37	{'protection', 'nécessitent', 'importante', 'est', 'orchidées.', 'éducation', 'orchidées', 'plantes', 'problèmes', 'environnementaux', 'célèbres'}
Les problèmes environnementaux actuels nécessitent une éducation sur la protection des orchidées.  La protection des orchidées est importante car ces plantes sont célèbres pour leur beauté unique et leur rôle crucial dans les écosystèmes. De plus, de	0.43	2.0	0.67	3	3.28	False	0.37	{'protection', 'nécessitent', 'importante', 'est', 'unique', 'écosystèmes.', 'éducation', 'rôle', 'orchidées', 'célèbres', 'beauté', 'plantes', 'problèmes', 'environnementaux', 'orchidées.', 'crucial'}
Les problèmes d'éducation sont fréquents dans notre société actuelle. Il est essentiel de trouver un équilibre divin entre l'éducation traditionnelle et moderne. Pour y arriver, il est important d'investir dans l'éducation en	0.44	1.8	0.7	4	3.6	False	0.36	{'essentiel', "d'investir", 'est', "l'éducation", 'important', 'divin', 'traditionnelle', 'société', 'arriver,', 'équilibre', "d'éducation", 'problèmes', 'fréquents', 'moderne.'}
Considérée comme un plat national en Belgique, les frites sont appréciées par tout le	0.43	2.0	0.67	4	3.12	False	0.36	{'frites', 'Belgique,', 'national', 'appréciées', 'plat', 'Considérée'}
L' entrecôte est un plat unique et délicieux. J'adore la façon dont	0.5	1.7	0.72	3	2.83	False	0.45	{'entrecôte', 'est', "J'adore", 'unique', 'plat', 'délicieux.'}
En 1952 , la comédie musicale "Singin' in the Rain" est sortie et est	0.42	1.7	0.72	3	2.83	False	0.4	{'musicale', 'est', '"Singin\'', 'comédie', 'Rain"'}
En 1952 , Marilyn Monroe a joué dans la comédie romantique "Niagara" où elle	0.42	2.2	0.63	4	2.71	False	0.36	{'"Niagara"', 'Marilyn', 'comédie', 'Monroe', 'romantique'}
En 1952 , la comédie musicale "Singin' in the Rain" est sortie et est devenue un symbole du cinéma américain.  Le village pittoresque	0.43	1.8	0.7	3	3.27	False	0.38	{'musicale', 'est', 'symbole', 'pittoresque', '"Singin\'', 'américain.', 'village', 'comédie', 'Rain"'}
En 1952 , la comédie musicale "Singin' in the Rain" est sortie et est devenue un symbole du cinéma américain.  Le village pittoresque de Montmartre est un lieu de prédilection pour les artistes qui	0.41	2.0	0.67	3	3.2	False	0.35	{'artistes', 'musicale', 'est', 'symbole', 'lieu', 'pittoresque', 'prédilection', '"Singin\'', 'américain.', 'village', 'comédie', 'Montmartre', 'Rain"'}
En 1952 , la comédie musicale "Singin' in the Rain" est sortie et est devenue un symbole du cinéma américain.  Le village pittoresque de St. Antonin Noble Val , en France , est célèbre pour son charmant centre historique et ses nombreux restaurants traditionnels.  Dans ce village, il est	0.42	1.9	0.68	4	3.45	False	0.36	{'pittoresque', 'Noble', 'restaurants', 'américain.', 'village', 'Rain"', 'centre', 'village,', 'Antonin', 'musicale', 'est', 'symbole', 'traditionnels.', 'historique', 'France', 'charmant', '"Singin\'', 'comédie', 'Val'}
En 1952 , la comédie musicale "Singin' in the Rain" est sortie et est devenue un symbole du cinéma américain.  Le village pittoresque de St. Antonin Noble Val , en France , est célèbre pour son charmant centre historique et ses nombreux restaurants traditionnels.  Dans ce village, il est impossible de résister aux frites croustillantes servies dans les bistrots	0.44	1.9	0.68	4	3.85	False	0.35	{'résister', 'pittoresque', 'restaurants', 'américain.', 'bistrots', 'village', 'Rain"', 'centre', 'frites', 'village,', 'Antonin', 'musicale', 'est', 'symbole', 'traditionnels.', 'historique', 'France', 'charmant', '"Singin\'', 'comédie', 'Noble', 'impossible', 'Val', 'servies'}
En 1310 , l'université de Paris est fondée par le roi Philippe V pour améliorer	0.46	1.8	0.7	4	2.43	False	0.44	{'fondée', 'Paris', 'est', 'Philippe', "l'université", 'améliorer'}
En 1310 , la Sorbonne est fondée à Paris pour promouvoir l'éducation.	0.5	1.4	0.77	2	3.8	False	0.42	{'fondée', "l'éducation.", 'est', 'Paris', 'Sorbonne'}
En 1310 , l'université de Paris est fondée par le roi Philippe V pour améliorer l'éducation dans le pays. Il est considéré comme un acte noble et important pour	0.41	2.0	0.67	4	2.85	False	0.37	{'fondée', 'est', "l'éducation", 'important', 'considéré', 'Paris', 'Philippe', "l'université", 'améliorer', 'noble', 'acte'}
En octobre , j'ai assisté au concert de musique classique de l'Orchestre	0.45	2.0	0.67	3	3.4	False	0.37	{'assisté', 'concert', 'classique', "l'Orchestre", 'octobre'}
En octobre , j'ai assisté au concert de musique classique de l'Orchestre philharmonique de France à la salle Pleyel. La salle a été construite	0.39	2.1	0.65	3	2.82	False	0.35	{'assisté', 'Pleyel.', 'classique', 'France', 'construite', 'concert', 'philharmonique', "l'Orchestre", 'octobre'}
Considérée comme un plat traditionnel en France, la quiche lorraine est souvent accompagnée d'une	0.57	1.5	0.75	2	3.83	False	0.45	{'est', 'quiche', 'accompagnée', 'plat', 'traditionnel', 'lorraine', 'France,', 'Considérée'}
Considérée comme un plat traditionnel en France, la quiche lorraine est souvent accompagnée d'une salade verte pour un repas équilibré et savoureux.	0.5	1.8	0.7	4	4.4	False	0.36	{'est', 'quiche', 'équilibré', 'accompagnée', 'plat', 'repas', 'salade', 'traditionnel', 'lorraine', 'France,', 'Considérée'}
