Cette forêt tropicale regorge de __végétation__ et de __kilogrammes__ d'animaux sauvages.  La végétation dense et luxuriante fournit un habitat riche pour une variété	{'cognate_ratio': 0.52, 'avg_gap_between_consecutive_cognates': 1.8, 'avg_gap_normalized': 0.7, 'biggest_gap': 3, 'avg_non_cognate_length': 3.78, 'was_sentence_rejected_early': False, 'total_score': 0.4}
Cette forêt tropicale regorge de __végétation__ et de __biodiversité__, avec des espèces uniques de plantes et d'animaux.  L'illusion que cette forêt est immuable est	{'cognate_ratio': 0.46, 'avg_gap_between_consecutive_cognates': 1.7, 'avg_gap_normalized': 0.72, 'biggest_gap': 3, 'avg_non_cognate_length': 3.88, 'was_sentence_rejected_early': False, 'total_score': 0.37}
Cette forêt tropicale regorge de __végétation__ et de __kilogrammes__ d'animaux sauvages.  La végétation dense et luxuriante fournit un habitat riche pour une variété d'espèces animales, créant une harmonie parfaite entre la nature	{'cognate_ratio': 0.53, 'avg_gap_between_consecutive_cognates': 1.8, 'avg_gap_normalized': 0.7, 'biggest_gap': 4, 'avg_non_cognate_length': 4.08, 'was_sentence_rejected_early': False, 'total_score': 0.4}
Cette forêt tropicale regorge de __végétation__ et de __kilogrammes__ d'animaux sauvages.  La végétation dense et luxuriante fournit un habitat riche pour une variété d'espèces, tandis que les kilogrammes d'animaux	{'cognate_ratio': 0.48, 'avg_gap_between_consecutive_cognates': 1.8, 'avg_gap_normalized': 0.7, 'biggest_gap': 4, 'avg_non_cognate_length': 3.83, 'was_sentence_rejected_early': False, 'total_score': 0.38}
Cette forêt tropicale regorge de __végétation__ et de __kilogrammes__ d'animaux sauvages.  La végétation dense et luxuriante fournit un habitat riche pour une variété d'espèces, créant une __harmonie__ naturelle dans ce	{'cognate_ratio': 0.5, 'avg_gap_between_consecutive_cognates': 1.9, 'avg_gap_normalized': 0.68, 'biggest_gap': 4, 'avg_non_cognate_length': 4.08, 'was_sentence_rejected_early': False, 'total_score': 0.37}
En été, la température moyenne à Paris est de 25 degrés Celsius et	{'cognate_ratio': 0.42, 'avg_gap_between_consecutive_cognates': 1.8, 'avg_gap_normalized': 0.7, 'biggest_gap': 3, 'avg_non_cognate_length': 2.86, 'was_sentence_rejected_early': False, 'total_score': 0.39}
Le bébé pèse quatre __________________.  kilogrammes absolument et il est en	{'cognate_ratio': 0.4, 'avg_gap_between_consecutive_cognates': 1.8, 'avg_gap_normalized': 0.7, 'biggest_gap': 3, 'avg_non_cognate_length': 2.67, 'was_sentence_rejected_early': False, 'total_score': 0.39}
Créée par l'empereur Napoléon Bonaparte, la préfecture du	{'cognate_ratio': 0.5, 'avg_gap_between_consecutive_cognates': 1.2, 'avg_gap_normalized': 0.8, 'biggest_gap': 2, 'avg_non_cognate_length': 3.0, 'was_sentence_rejected_early': False, 'total_score': 0.47}
Créée par l'empereur Napoléon Bonaparte, la préfecture du Rhône est une véritable __________  chef-d'œuvre architectural. 	{'cognate_ratio': 0.57, 'avg_gap_between_consecutive_cognates': 1.4, 'avg_gap_normalized': 0.77, 'biggest_gap': 3, 'avg_non_cognate_length': 4.0, 'was_sentence_rejected_early': False, 'total_score': 0.45}
Créée par l'empereur Napoléon Bonaparte, la préfecture du Rhône a été le théâtre d'une tempête dévastatrice qui a	{'cognate_ratio': 0.44, 'avg_gap_between_consecutive_cognates': 1.8, 'avg_gap_normalized': 0.7, 'biggest_gap': 3, 'avg_non_cognate_length': 2.89, 'was_sentence_rejected_early': False, 'total_score': 0.41}
Créée par l'empereur Napoléon Bonaparte, la préfecture du département de la Seine a été le théâtre d'une tempête	{'cognate_ratio': 0.44, 'avg_gap_between_consecutive_cognates': 1.8, 'avg_gap_normalized': 0.7, 'biggest_gap': 3, 'avg_non_cognate_length': 2.78, 'was_sentence_rejected_early': False, 'total_score': 0.41}
Créée par l'empereur Napoléon Bonaparte, la préfecture du Rhône est une véritable __________  chef-d'œuvre architectural.  création	{'cognate_ratio': 0.6, 'avg_gap_between_consecutive_cognates': 1.4, 'avg_gap_normalized': 0.77, 'biggest_gap': 3, 'avg_non_cognate_length': 4.0, 'was_sentence_rejected_early': False, 'total_score': 0.47}
Créée par l'empereur Napoléon Bonaparte, la préfecture du Rhône est une véritable __________  chef-d'œuvre architectural.  réalisée. La gastronomie lyonnaise est également un élément important de	{'cognate_ratio': 0.54, 'avg_gap_between_consecutive_cognates': 1.5, 'avg_gap_normalized': 0.75, 'biggest_gap': 3, 'avg_non_cognate_length': 3.9, 'was_sentence_rejected_early': False, 'total_score': 0.42}
Créée par l'empereur Napoléon Bonaparte, la préfecture du Rhône a été le théâtre d'une tempête dévastatrice qui a touché la région.  Située dans la région	{'cognate_ratio': 0.48, 'avg_gap_between_consecutive_cognates': 1.7, 'avg_gap_normalized': 0.72, 'biggest_gap': 3, 'avg_non_cognate_length': 3.0, 'was_sentence_rejected_early': False, 'total_score': 0.42}
Créée par l'empereur Napoléon Bonaparte, la préfecture du Rhône a été le théâtre d'une tempête dévastatrice qui a touché la région.  Située dans la région Auvergne-Rhône-Alpes, cette préfecture est caractérisée	{'cognate_ratio': 0.5, 'avg_gap_between_consecutive_cognates': 1.5, 'avg_gap_normalized': 0.75, 'biggest_gap': 3, 'avg_non_cognate_length': 3.18, 'was_sentence_rejected_early': False, 'total_score': 0.44}
Créée par l'empereur Napoléon Bonaparte, la préfecture du Rhône a été le théâtre d'une tempête dévastatrice qui a touché la région.  Située dans la région Auvergne-Rhône-Alpes, cette préfecture est caractérisée	{'cognate_ratio': 0.5, 'avg_gap_between_consecutive_cognates': 1.5, 'avg_gap_normalized': 0.75, 'biggest_gap': 3, 'avg_non_cognate_length': 3.18, 'was_sentence_rejected_early': False, 'total_score': 0.44}
Créée par l'empereur Napoléon Bonaparte, la préfecture du Rhône a été le théâtre d'une tempête dévastatrice qui a touché la région.  Située dans la région du Rhône-Alpes, la ville de Lyon est caractérisée par son architecture	{'cognate_ratio': 0.47, 'avg_gap_between_consecutive_cognates': 1.8, 'avg_gap_normalized': 0.7, 'biggest_gap': 3, 'avg_non_cognate_length': 3.08, 'was_sentence_rejected_early': False, 'total_score': 0.41}
Créée par l'empereur Napoléon Bonaparte, la préfecture du Rhône a été le théâtre d'une tempête dévastatrice qui a touché la région.  Située dans la région Auvergne-Rhône-Alpes, cette préfecture est caractérisée par son histoire unique et ses précipitations abondantes.  La tempête a causé	{'cognate_ratio': 0.48, 'avg_gap_between_consecutive_cognates': 1.6, 'avg_gap_normalized': 0.73, 'biggest_gap': 3, 'avg_non_cognate_length': 3.0, 'was_sentence_rejected_early': False, 'total_score': 0.43}
Créée par l'empereur Napoléon Bonaparte, la préfecture du Rhône a été le théâtre d'une tempête dévastatrice qui a touché la région.  Située dans la région Auvergne-Rhône-Alpes, cette préfecture est caractérisée par son architecture historique et ses célèbres bouchons lyonnais.  Le	{'cognate_ratio': 0.47, 'avg_gap_between_consecutive_cognates': 1.6, 'avg_gap_normalized': 0.73, 'biggest_gap': 3, 'avg_non_cognate_length': 3.31, 'was_sentence_rejected_early': False, 'total_score': 0.41}
Créée par l'empereur Napoléon Bonaparte, la préfecture du Rhône a été le théâtre d'une tempête dévastatrice qui a touché la région.  Située dans la région Auvergne-Rhône-Alpes, cette préfecture est caractérisée par son histoire unique et ses précipitations abondantes.  Les habitants de cette région	{'cognate_ratio': 0.44, 'avg_gap_between_consecutive_cognates': 1.7, 'avg_gap_normalized': 0.72, 'biggest_gap': 4, 'avg_non_cognate_length': 3.35, 'was_sentence_rejected_early': False, 'total_score': 0.38}
Créée par l'empereur Napoléon Bonaparte, la préfecture du Rhône a été le théâtre d'une tempête dévastatrice qui a touché la région.  Située dans la région Auvergne-Rhône-Alpes, cette préfecture est caractérisée par son architecture historique et ses célèbres bouchons lyonnais.  Le quartier de la Confluence, avec ses différents musées et restaurants, est également un lieu	{'cognate_ratio': 0.43, 'avg_gap_between_consecutive_cognates': 1.8, 'avg_gap_normalized': 0.7, 'biggest_gap': 4, 'avg_non_cognate_length': 3.73, 'was_sentence_rejected_early': False, 'total_score': 0.35}
Par exemple, je prépare un délicieux _______ pour le dîner.   Par	{'cognate_ratio': 0.4, 'avg_gap_between_consecutive_cognates': 2.0, 'avg_gap_normalized': 0.67, 'biggest_gap': 3, 'avg_non_cognate_length': 2.6, 'was_sentence_rejected_early': False, 'total_score': 0.38}
Pour accompagner le steak, je vous recommande d'essayer les  frites	{'cognate_ratio': 0.5, 'avg_gap_between_consecutive_cognates': 1.8, 'avg_gap_normalized': 0.7, 'biggest_gap': 3, 'avg_non_cognate_length': 3.0, 'was_sentence_rejected_early': False, 'total_score': 0.43}
Cette robe est d'une qualité exceptionnelle et reflète bien l'élégance noble de la	{'cognate_ratio': 0.46, 'avg_gap_between_consecutive_cognates': 1.7, 'avg_gap_normalized': 0.72, 'biggest_gap': 3, 'avg_non_cognate_length': 3.43, 'was_sentence_rejected_early': False, 'total_score': 0.39}
Un climat tempéré est caractérisé par des __________.  Un climat tempéré est	{'cognate_ratio': 0.36, 'avg_gap_between_consecutive_cognates': 1.3, 'avg_gap_normalized': 0.78, 'biggest_gap': 3, 'avg_non_cognate_length': 2.67, 'was_sentence_rejected_early': False, 'total_score': 0.4}
Un climat tempéré est caractérisé par des __________.  Un climat tempéré est caractérisé par des saisons distinctes et une flore noble qui prospère	{'cognate_ratio': 0.41, 'avg_gap_between_consecutive_cognates': 1.5, 'avg_gap_normalized': 0.75, 'biggest_gap': 3, 'avg_non_cognate_length': 2.67, 'was_sentence_rejected_early': False, 'total_score': 0.42}
Un climat tempéré est caractérisé par des __________.  Un climat tempéré est caractérisé par des saisons distinctes et une flore noble qui prospère dans cette mesure.  Les célèbres vins de Bordeaux sont produits dans un climat	{'cognate_ratio': 0.37, 'avg_gap_between_consecutive_cognates': 1.7, 'avg_gap_normalized': 0.72, 'biggest_gap': 3, 'avg_non_cognate_length': 3.08, 'was_sentence_rejected_early': False, 'total_score': 0.36}
Un climat tempéré est caractérisé par des __________.  Un climat tempéré est caractérisé par des saisons distinctes et une flore noble qui prospère dans cette mesure.  Les célèbres vins de Bordeaux sont produits dans un climat tempéré, accompagné de précipitations modérées, créant l'illusion	{'cognate_ratio': 0.43, 'avg_gap_between_consecutive_cognates': 1.7, 'avg_gap_normalized': 0.72, 'biggest_gap': 3, 'avg_non_cognate_length': 3.5, 'was_sentence_rejected_early': False, 'total_score': 0.36}
Un climat tempéré est caractérisé par des __________.  Un climat tempéré est caractérisé par des saisons distinctes et une flore noble qui prospère dans cette mesure.  Les célèbres vins de Bordeaux sont produits dans un climat tempéré, accompagné de précipitations modérées, créant l'illusion de Paris au	{'cognate_ratio': 0.42, 'avg_gap_between_consecutive_cognates': 1.7, 'avg_gap_normalized': 0.72, 'biggest_gap': 3, 'avg_non_cognate_length': 3.4, 'was_sentence_rejected_early': False, 'total_score': 0.37}
Un climat tempéré est caractérisé par des __________.  Un climat tempéré est caractérisé par des saisons distinctes et une flore noble qui prospère dans cette mesure.  Les célèbres vins de Bordeaux sont produits dans un climat tempéré, accompagné de précipitations modérées, créant l'illusion de Paris au coeur de la	{'cognate_ratio': 0.4, 'avg_gap_between_consecutive_cognates': 1.8, 'avg_gap_normalized': 0.7, 'biggest_gap': 4, 'avg_non_cognate_length': 3.41, 'was_sentence_rejected_early': False, 'total_score': 0.35}
Un climat tempéré est caractérisé par des __________.  Un climat tempéré est caractérisé par des saisons distinctes et une flore noble qui prospère dans cette mesure.  Les célèbres vins de Bordeaux sont produits dans un climat tempéré, accompagné de précipitations modérées, créant l'illusion que Paris est toujours romantique.	{'cognate_ratio': 0.43, 'avg_gap_between_consecutive_cognates': 1.7, 'avg_gap_normalized': 0.72, 'biggest_gap': 3, 'avg_non_cognate_length': 3.75, 'was_sentence_rejected_early': False, 'total_score': 0.35}
Un climat tempéré est caractérisé par des __________.  Un climat tempéré est caractérisé par des saisons distinctes et une flore noble qui prospère dans cette mesure.  Les célèbres vins de Bordeaux sont produits dans un climat tempéré, accompagné de précipitations modérées, créant l'illusion que Paris est toujours romantique.	{'cognate_ratio': 0.43, 'avg_gap_between_consecutive_cognates': 1.7, 'avg_gap_normalized': 0.72, 'biggest_gap': 3, 'avg_non_cognate_length': 3.75, 'was_sentence_rejected_early': False, 'total_score': 0.35}
En France, il existe différentes régions avec des spécialités culinaires uniques, comme la	{'cognate_ratio': 0.54, 'avg_gap_between_consecutive_cognates': 1.6, 'avg_gap_normalized': 0.73, 'biggest_gap': 3, 'avg_non_cognate_length': 3.0, 'was_sentence_rejected_early': False, 'total_score': 0.47}
En France, il existe différentes variétés d'orange telles que la navel, la	{'cognate_ratio': 0.5, 'avg_gap_between_consecutive_cognates': 1.7, 'avg_gap_normalized': 0.72, 'biggest_gap': 4, 'avg_non_cognate_length': 3.0, 'was_sentence_rejected_early': False, 'total_score': 0.44}
En France, il existe différentes régions avec des spécialités culinaires uniques, comme la Bourgogne qui est réputée pour son vin rouge et sa riche architecture.  Il	{'cognate_ratio': 0.46, 'avg_gap_between_consecutive_cognates': 1.8, 'avg_gap_normalized': 0.7, 'biggest_gap': 4, 'avg_non_cognate_length': 3.29, 'was_sentence_rejected_early': False, 'total_score': 0.4}
En France, il existe différentes régions avec des spécialités culinaires uniques, comme la région de Bourgogne avec son célèbre vin de Bourgogne et son architecture	{'cognate_ratio': 0.44, 'avg_gap_between_consecutive_cognates': 1.8, 'avg_gap_normalized': 0.7, 'biggest_gap': 3, 'avg_non_cognate_length': 3.2, 'was_sentence_rejected_early': False, 'total_score': 0.38}
En France, il existe différentes régions avec des spécialités culinaires uniques, comme la région de Bordeaux connue pour son délicieux vin rouge et son architecture remarquable. 	{'cognate_ratio': 0.46, 'avg_gap_between_consecutive_cognates': 1.9, 'avg_gap_normalized': 0.68, 'biggest_gap': 4, 'avg_non_cognate_length': 4.0, 'was_sentence_rejected_early': False, 'total_score': 0.35}
En France, il existe différentes régions avec des spécialités culinaires uniques, comme la Bourgogne qui est réputée pour son vin rouge et sa riche architecture.  Il est important de préserver ces traditions culinaires pour assurer un héritage culturel	{'cognate_ratio': 0.45, 'avg_gap_between_consecutive_cognates': 1.8, 'avg_gap_normalized': 0.7, 'biggest_gap': 4, 'avg_non_cognate_length': 3.39, 'was_sentence_rejected_early': False, 'total_score': 0.38}
En France, il existe différentes régions avec des spécialités culinaires uniques, comme la Bourgogne qui est réputée pour son vin rouge et sa riche architecture.  Il est important de préserver ces traditions culinaires pour assurer un héritage culturel fort pour les générations futures. Une des expériences les plus délicieuses	{'cognate_ratio': 0.43, 'avg_gap_between_consecutive_cognates': 1.9, 'avg_gap_normalized': 0.68, 'biggest_gap': 4, 'avg_non_cognate_length': 3.41, 'was_sentence_rejected_early': False, 'total_score': 0.36}
En regardant l'horizon, je réalise que l'océan est infini	{'cognate_ratio': 0.56, 'avg_gap_between_consecutive_cognates': 1.3, 'avg_gap_normalized': 0.78, 'biggest_gap': 2, 'avg_non_cognate_length': 4.0, 'was_sentence_rejected_early': False, 'total_score': 0.45}
En regardant l'horizon, je réalise que l'océan est infini et sa beauté est ______________  panoramique et noble. Les vagues	{'cognate_ratio': 0.44, 'avg_gap_between_consecutive_cognates': 1.6, 'avg_gap_normalized': 0.73, 'biggest_gap': 3, 'avg_non_cognate_length': 3.62, 'was_sentence_rejected_early': False, 'total_score': 0.38}
De nombreuses études ont démontré l'importance d'une immersion complète dans	{'cognate_ratio': 0.5, 'avg_gap_between_consecutive_cognates': 1.5, 'avg_gap_normalized': 0.75, 'biggest_gap': 2, 'avg_non_cognate_length': 4.8, 'was_sentence_rejected_early': False, 'total_score': 0.36}
Pour votre prochaine visite à Paris, il est suggéré de visiter les monuments	{'cognate_ratio': 0.46, 'avg_gap_between_consecutive_cognates': 1.6, 'avg_gap_normalized': 0.73, 'biggest_gap': 2, 'avg_non_cognate_length': 3.71, 'was_sentence_rejected_early': False, 'total_score': 0.38}
Pour votre visite à Paris, il est suggéré de visiter les monuments historiques.  Les	{'cognate_ratio': 0.43, 'avg_gap_between_consecutive_cognates': 1.6, 'avg_gap_normalized': 0.73, 'biggest_gap': 2, 'avg_non_cognate_length': 4.0, 'was_sentence_rejected_early': False, 'total_score': 0.35}
Par exemple, le gâteau au chocolat est un délicieux dessert pour finir un	{'cognate_ratio': 0.46, 'avg_gap_between_consecutive_cognates': 2.0, 'avg_gap_normalized': 0.67, 'biggest_gap': 4, 'avg_non_cognate_length': 3.17, 'was_sentence_rejected_early': False, 'total_score': 0.38}
Les pyramides d'Égypte sont des structures emblématiques de	{'cognate_ratio': 0.5, 'avg_gap_between_consecutive_cognates': 1.8, 'avg_gap_normalized': 0.7, 'biggest_gap': 3, 'avg_non_cognate_length': 3.0, 'was_sentence_rejected_early': False, 'total_score': 0.43}
Les pyramides d'Égypte sont des structures emblématiques de	{'cognate_ratio': 0.5, 'avg_gap_between_consecutive_cognates': 1.8, 'avg_gap_normalized': 0.7, 'biggest_gap': 3, 'avg_non_cognate_length': 3.0, 'was_sentence_rejected_early': False, 'total_score': 0.43}
Les pyramides d'Égypte sont des structures emblématiques de l'architecture de l'Égypte ancienne, et leur construction est un exploit	{'cognate_ratio': 0.56, 'avg_gap_between_consecutive_cognates': 1.7, 'avg_gap_normalized': 0.72, 'biggest_gap': 3, 'avg_non_cognate_length': 2.86, 'was_sentence_rejected_early': False, 'total_score': 0.48}
Les pyramides d'Égypte sont des structures emblématiques de l'histoire ancienne et sont fortement appréciées par les touristes. 	{'cognate_ratio': 0.47, 'avg_gap_between_consecutive_cognates': 2.0, 'avg_gap_normalized': 0.67, 'biggest_gap': 4, 'avg_non_cognate_length': 3.62, 'was_sentence_rejected_early': False, 'total_score': 0.37}
Les pyramides d'Égypte sont des structures emblématiques de l'histoire et sont très appréciées par les touristes du monde entier.	{'cognate_ratio': 0.42, 'avg_gap_between_consecutive_cognates': 2.2, 'avg_gap_normalized': 0.63, 'biggest_gap': 4, 'avg_non_cognate_length': 3.1, 'was_sentence_rejected_early': False, 'total_score': 0.35}
Les pyramides d'Égypte sont des structures emblématiques de l'architecture de l'Égypte ancienne, et leur construction est un exploit incroyable.   La végétation luxuriante entourant les	{'cognate_ratio': 0.5, 'avg_gap_between_consecutive_cognates': 1.8, 'avg_gap_normalized': 0.7, 'biggest_gap': 3, 'avg_non_cognate_length': 4.09, 'was_sentence_rejected_early': False, 'total_score': 0.38}
Les pyramides d'Égypte sont des structures emblématiques de l'histoire ancienne et sont fortement appréciées par les touristes.  Le steak servi dans les restaurants français est réputé pour être délicieux et	{'cognate_ratio': 0.47, 'avg_gap_between_consecutive_cognates': 2.0, 'avg_gap_normalized': 0.67, 'biggest_gap': 4, 'avg_non_cognate_length': 3.92, 'was_sentence_rejected_early': False, 'total_score': 0.35}
L' animal préféré de Marie est le zèbre.  Le zèbre, cet animal	{'cognate_ratio': 0.5, 'avg_gap_between_consecutive_cognates': 1.5, 'avg_gap_normalized': 0.75, 'biggest_gap': 2, 'avg_non_cognate_length': 2.2, 'was_sentence_rejected_early': False, 'total_score': 0.49}
Un climat volcanique est très différent de celui d'un zoo.  Dans un zoo, les animaux sont	{'cognate_ratio': 0.44, 'avg_gap_between_consecutive_cognates': 2.0, 'avg_gap_normalized': 0.67, 'biggest_gap': 4, 'avg_non_cognate_length': 3.33, 'was_sentence_rejected_early': False, 'total_score': 0.36}
Pour un repas classique, je vous recommande d'accompagner votre steak avec des	{'cognate_ratio': 0.42, 'avg_gap_between_consecutive_cognates': 1.8, 'avg_gap_normalized': 0.7, 'biggest_gap': 3, 'avg_non_cognate_length': 3.43, 'was_sentence_rejected_early': False, 'total_score': 0.36}
Une précaution est nécessaire lors de la dégustation du vin, car il est caractérisé	{'cognate_ratio': 0.43, 'avg_gap_between_consecutive_cognates': 1.9, 'avg_gap_normalized': 0.68, 'biggest_gap': 4, 'avg_non_cognate_length': 2.57, 'was_sentence_rejected_early': False, 'total_score': 0.4}
Une précaution peut être caractérisée par la consommation de vin.  L'abus	{'cognate_ratio': 0.45, 'avg_gap_between_consecutive_cognates': 2.2, 'avg_gap_normalized': 0.63, 'biggest_gap': 3, 'avg_non_cognate_length': 3.0, 'was_sentence_rejected_early': False, 'total_score': 0.38}
Une précaution importante lors de la dégustation de vin est de se concentrer sur le	{'cognate_ratio': 0.4, 'avg_gap_between_consecutive_cognates': 2.3, 'avg_gap_normalized': 0.62, 'biggest_gap': 4, 'avg_non_cognate_length': 2.57, 'was_sentence_rejected_early': False, 'total_score': 0.36}
Une journée dans la jungle tropicale est une expérience unique en qualité de vie. 	{'cognate_ratio': 0.43, 'avg_gap_between_consecutive_cognates': 1.9, 'avg_gap_normalized': 0.68, 'biggest_gap': 3, 'avg_non_cognate_length': 3.38, 'was_sentence_rejected_early': False, 'total_score': 0.36}
Une journée dans la jungle tropicale est une expérience unique en qualité de vie.  On peut admirer la beauté sauvage de la nature et assister à un	{'cognate_ratio': 0.41, 'avg_gap_between_consecutive_cognates': 2.1, 'avg_gap_normalized': 0.65, 'biggest_gap': 4, 'avg_non_cognate_length': 2.92, 'was_sentence_rejected_early': False, 'total_score': 0.35}
Pour moi, l'université représente l'opportunité de découvrir la beauté	{'cognate_ratio': 0.44, 'avg_gap_between_consecutive_cognates': 1.6, 'avg_gap_normalized': 0.73, 'biggest_gap': 4, 'avg_non_cognate_length': 4.2, 'was_sentence_rejected_early': False, 'total_score': 0.35}
